,4
5797,0
5798,3
5799,2
5800,3
5801,7
5802,2
5803,3
5804,7
5805,4
5806,6
5807,5
5808,7
5809,5
5810,2
5811,7
5812,4
5813,0
5814,2
5815,1
5816,7
5817,5
5818,4
5819,7
5820,6
5821,2
5822,1
5823,4
5824,5
5825,2
5826,6
5827,2
5828,7
5829,2
5830,7
5831,2
5832,4
5833,5
5834,2
5835,1
5836,2
5837,0
5838,7
5839,4
5840,4
5841,1
5842,0
5843,1
5844,1
5845,0
5846,4
5847,1
5848,2
5849,1
5850,0
5851,4
5852,6
5853,0
5854,5
5855,0
5856,3
5857,3
5858,0
5859,6
5860,1
5861,7
5862,7
5863,4
5864,4
5865,0
5866,6
5867,5
5868,0
5869,6
5870,2
5871,5
5872,7
5873,3
5874,7
5875,5
5876,4
5877,3
5878,3
5879,7
5880,0
5881,1
5882,1
5883,2
5884,0
5885,2
5886,7
5887,5
5888,7
5889,6
5890,4
5891,6
5892,7
5893,4
5894,4
5895,0
5896,7
5897,5
5898,6
5899,0
5900,2
5901,7
5902,0
5903,0
5904,4
5905,7
5906,3
5907,1
5908,1
5909,1
5910,0
5911,0
5912,1
5913,0
5914,6
5915,7
5916,0
5917,3
5918,5
5919,6
5920,2
5921,3
5922,1
5923,7
5924,5
5925,4
5926,0
5927,5
5928,3
5929,7
5930,7
5931,7
5932,3
5933,7
5934,0
5935,1
5936,2
5937,2
5938,0
5939,2
5940,0
5941,6
5942,3
5943,1
5944,0
5945,5
5946,1
5947,1
5948,3
5949,1
5950,4
5951,1
5952,1
5953,1
5954,1
5955,2
5956,2
5957,3
5958,4
5959,1
5960,3
5961,4
5962,3
5963,7
5964,5
5965,3
5966,6
5967,2
5968,7
5969,7
5970,0
5971,3
5972,5
5973,6
5974,7
5975,3
5976,4
5977,0
5978,3
5979,5
5980,7
5981,6
5982,5
5983,4
5984,6
5985,5
5986,4
5987,2
5988,2
5989,4
5990,2
5991,2
5992,1
5993,0
5994,6
5995,2
5996,1
5997,4
5998,7
5999,6
6000,6
6001,7
6002,5
6003,2
6004,0
6005,3
6006,2
6007,7
6008,3
6009,3
6010,3
6011,3
6012,4
6013,4
6014,0
6015,2
6016,6
6017,1
6018,3
6019,0
6020,5
6021,2
6022,5
6023,7
6024,1
6025,3
6026,1
6027,1
6028,2
6029,1
6030,2
6031,6
6032,5
6033,4
6034,0
6035,2
6036,0
6037,0
6038,0
6039,2
6040,1
6041,5
6042,7
6043,1
6044,4
6045,4
6046,7
6047,7
6048,4
6049,0
6050,6
6051,2
6052,3
6053,3
6054,0
6055,1
6056,0
6057,5
6058,5
6059,5
6060,0
6061,0
6062,6
6063,3
6064,2
6065,5
6066,1
6067,3
6068,1
6069,0
6070,0
6071,2
6072,5
6073,2
6074,1
6075,6
6076,7
6077,0
6078,0
6079,7
6080,6
6081,7
6082,0
6083,2
6084,5
6085,5
6086,6
6087,7
6088,4
6089,7
6090,6
6091,2
6092,3
6093,1
6094,6
6095,4
6096,2
6097,6
6098,7
6099,2
6100,4
6101,7
6102,6
6103,6
6104,1
6105,0
6106,7
6107,5
6108,2
6109,0
6110,6
6111,7
6112,5
6113,6
6114,0
6115,5
6116,1
6117,6
6118,2
6119,6
6120,5
6121,4
6122,0
6123,5
6124,0
6125,6
6126,4
6127,6
6128,1
6129,4
6130,2
6131,2
6132,0
6133,7
6134,6
6135,7
6136,3
6137,0
6138,4
6139,7
6140,1
6141,6
6142,1
6143,0
6144,1
6145,1
6146,6
6147,2
6148,7
6149,2
6150,2
6151,5
6152,3
6153,5
6154,5
6155,3
6156,0
6157,0
6158,7
6159,5
6160,3
6161,4
6162,4
6163,3
6164,0
6165,7
6166,5
6167,5
6168,1
6169,5
6170,1
6171,5
6172,6
6173,3
6174,3
6175,5
6176,3
6177,7
6178,0
6179,6
6180,0
6181,4
6182,1
6183,3
6184,3
6185,1
6186,4
6187,6
6188,4
6189,2
6190,0
6191,7
6192,4
6193,5
6194,1
6195,5
6196,4
6197,4
6198,4
6199,0
6200,5
6201,6
6202,3
6203,1
6204,4
6205,3
6206,3
6207,2
6208,4
6209,5
6210,1
6211,0
6212,3
6213,1
6214,4
6215,3
6216,0
6217,7
6218,0
6219,6
6220,0
6221,1
6222,0
6223,0
6224,4
6225,7
6226,6
6227,4
6228,6
6229,2
6230,0
6231,3
6232,6
6233,5
6234,6
6235,3
6236,4
6237,5
6238,2
6239,2
6240,7
6241,1
6242,7
6243,2
6244,2
6245,2
6246,6
6247,5
6248,4
6249,2
6250,6
6251,0
6252,4
6253,4
6254,1
6255,0
6256,0
6257,1
6258,3
6259,5
6260,4
6261,4
6262,7
6263,0
6264,7
6265,6
6266,2
6267,5
6268,0
6269,2
6270,1
6271,7
6272,0
6273,4
6274,4
6275,4
6276,6
6277,4
6278,0
6279,3
6280,4
6281,1
6282,0
6283,0
6284,5
6285,6
6286,0
6287,0
6288,2
6289,5
6290,7
6291,5
6292,2
6293,7
6294,4
6295,4
6296,4
6297,2
6298,5
6299,1
6300,4
6301,1
6302,3
6303,7
6304,5
6305,0
6306,0
6307,6
6308,7
6309,2
6310,0
6311,4
6312,7
6313,0
6314,5
6315,3
6316,1
6317,4
6318,3
6319,7
6320,1
6321,5
6322,2
6323,2
6324,1
6325,1
6326,4
6327,5
6328,4
6329,7
6330,7
6331,2
6332,6
6333,1
6334,3
6335,4
6336,3
6337,6
6338,3
6339,5
6340,0
6341,4
6342,3
6343,4
6344,3
6345,6
6346,6
6347,6
6348,2
6349,7
6350,7
6351,1
6352,2
6353,6
6354,7
6355,7
6356,7
6357,1
6358,1
6359,1
6360,4
6361,6
6362,6
6363,1
6364,4
6365,3
6366,4
6367,6
6368,3
6369,2
6370,0
6371,1
6372,3
6373,4
6374,4
6375,2
6376,0
6377,5
6378,3
6379,4
6380,6
6381,5
6382,3
6383,0
6384,3
6385,3
6386,4
6387,5
6388,7
6389,1
6390,3
6391,1
6392,7
6393,6
6394,1
6395,3
6396,6
6397,0
6398,2
6399,7
6400,7
6401,6
6402,7
6403,2
6404,0
6405,1
6406,4
6407,1
6408,4
6409,5
6410,2
6411,6
6412,5
6413,1
6414,2
6415,5
6416,6
6417,5
6418,4
6419,3
6420,3
6421,1
6422,6
6423,7
6424,6
6425,3
6426,2
6427,2
6428,6
6429,3
6430,4
6431,2
6432,6
6433,2
6434,3
6435,7
6436,6
6437,3
6438,1
6439,7
6440,6
6441,0
6442,4
6443,5
6444,0
6445,2
6446,6
6447,5
6448,0
6449,0
6450,0
6451,7
6452,1
6453,3
6454,4
6455,1
6456,5
6457,2
6458,3
6459,0
6460,7
6461,7
6462,4
6463,5
6464,3
6465,0
6466,3
6467,5
6468,0
6469,7
6470,6
6471,0
6472,7
6473,0
6474,7
6475,2
6476,3
6477,6
6478,4
6479,5
6480,1
6481,3
6482,4
6483,6
6484,4
6485,7
6486,2
6487,6
6488,5
6489,2
6490,3
6491,1
6492,3
6493,5
6494,0
6495,5
6496,1
6497,0
6498,0
6499,1
6500,0
6501,5
6502,1
6503,1
6504,3
6505,7
6506,6
6507,7
6508,3
6509,2
6510,1
6511,1
6512,2
6513,1
6514,0
6515,6
6516,4
6517,3
6518,7
6519,0
6520,2
6521,3
6522,6
6523,0
6524,3
6525,0
6526,0
6527,7
6528,5
6529,0
6530,2
6531,4
6532,6
6533,6
6534,2
6535,2
6536,5
6537,1
6538,5
6539,0
6540,6
6541,0
6542,5
6543,0
6544,0
6545,4
6546,3
6547,0
6548,3
6549,2
6550,1
6551,7
6552,7
6553,0
6554,0
6555,4
6556,1
6557,0
6558,2
6559,3
6560,2
6561,6
6562,0
6563,2
6564,0
6565,3
6566,7
6567,3
6568,1
6569,5
6570,1
6571,2
6572,2
6573,4
6574,3
6575,6
6576,7
6577,0
6578,0
6579,7
6580,6
6581,2
6582,6
6583,7
6584,4
6585,7
6586,1
6587,2
6588,7
6589,5
6590,1
6591,5
6592,1
6593,1
6594,7
6595,0
6596,3
6597,2
6598,4
6599,7
6600,5
6601,4
6602,0
6603,1
6604,1
6605,1
6606,3
6607,5
6608,4
6609,0
6610,1
6611,7
6612,7
6613,5
6614,0
6615,2
6616,4
6617,5
6618,4
6619,5
6620,3
6621,1
6622,5
6623,3
6624,2
6625,4
6626,2
6627,5
6628,0
6629,2
6630,5
6631,3
6632,3
6633,4
6634,7
6635,2
6636,2
6637,1
6638,2
6639,0
6640,6
6641,3
6642,4
6643,4
6644,1
6645,4
6646,2
6647,3
6648,1
6649,2
6650,4
6651,3
6652,3
6653,3
6654,6
6655,3
6656,3
6657,7
6658,3
6659,0
6660,6
6661,7
6662,5
6663,5
6664,7
6665,5
6666,3
6667,4
6668,2
6669,6
6670,4
6671,2
6672,2
6673,0
6674,1
6675,0
6676,0
6677,1
6678,4
6679,4
6680,7
6681,0
6682,1
6683,7
6684,6
6685,4
6686,6
6687,4
6688,1
6689,1
6690,1
6691,6
6692,0
6693,3
6694,2
6695,1
6696,6
6697,3
6698,5
6699,6
6700,3
6701,2
6702,6
6703,6
6704,5
6705,0
6706,4
6707,3
6708,4
6709,0
6710,7
6711,0
6712,4
6713,6
6714,5
6715,7
6716,5
6717,2
6718,1
6719,2
6720,5
6721,1
6722,6
6723,6
6724,3
6725,5
6726,4
6727,1
6728,3
6729,7
6730,0
6731,5
6732,7
6733,5
6734,2
6735,6
6736,6
6737,3
6738,6
6739,0
6740,7
6741,6
6742,2
6743,5
6744,6
6745,2
6746,2
6747,6
6748,3
6749,3
6750,3
6751,3
6752,0
6753,2
6754,6
6755,3
6756,4
6757,3
6758,7
6759,0
6760,2
6761,4
6762,4
6763,3
6764,0
6765,5
6766,2
6767,3
6768,7
6769,1
6770,6
6771,7
6772,1
6773,0
6774,0
6775,7
6776,5
6777,4
6778,5
6779,5
6780,7
6781,5
6782,7
6783,0
6784,3
6785,6
6786,0
6787,6
6788,6
6789,3
6790,4
6791,3
6792,1
6793,5
6794,1
6795,2
6796,4
6797,6
6798,2
6799,3
6800,3
6801,4
6802,1
6803,2
6804,7
6805,3
6806,5
6807,6
6808,4
6809,5
6810,6
6811,3
6812,1
6813,2
6814,2
6815,6
6816,7
6817,2
6818,6
6819,2
6820,5
6821,6
6822,4
6823,1
6824,7
6825,3
6826,6
6827,0
6828,6
6829,2
6830,3
6831,1
6832,4
6833,7
6834,2
6835,1
6836,6
6837,7
6838,1
6839,4
6840,3
6841,4
6842,3
6843,5
6844,1
6845,7
6846,6
6847,3
6848,2
6849,0
6850,5
6851,7
6852,4
6853,2
6854,1
6855,3
6856,7
6857,7
6858,0
6859,5
6860,5
6861,7
6862,5
6863,2
6864,3
6865,6
6866,4
6867,3
6868,3
6869,1
6870,5
6871,3
6872,1
6873,2
6874,1
6875,7
6876,2
6877,3
6878,3
6879,4
6880,5
6881,1
6882,1
6883,0
6884,1
6885,5
6886,6
6887,4
6888,4
6889,6
6890,6
6891,7
6892,6
6893,5
6894,7
6895,7
6896,1
6897,5
6898,0
6899,0
6900,3
6901,1
6902,1
6903,4
6904,4
6905,2
6906,0
6907,5
6908,6
6909,2
6910,1
6911,2
6912,1
6913,0
6914,1
6915,1
6916,1
6917,1
6918,4
6919,0
6920,1
6921,7
6922,2
6923,5
6924,4
6925,7
6926,3
6927,5
6928,5
6929,6
6930,7
6931,6
6932,0
6933,6
6934,7
6935,5
6936,1
6937,6
6938,1
6939,7
6940,4
6941,1
6942,4
6943,0
6944,6
6945,6
6946,5
6947,5
6948,3
6949,0
6950,0
6951,1
6952,5
6953,6
6954,4
6955,2
6956,4
6957,7
6958,0
6959,6
6960,5
6961,1
6962,3
6963,0
6964,7
6965,6
6966,5
6967,2
6968,0
6969,4
6970,2
6971,7
6972,7
6973,6
6974,6
6975,0
6976,2
6977,6
6978,2
6979,1
6980,7
6981,4
6982,0
6983,1
6984,6
6985,0
6986,1
6987,1
6988,5
6989,7
6990,4
6991,7
6992,4
6993,0
6994,4
6995,5
6996,4
6997,0
6998,6
6999,3
7000,1
7001,6
7002,2
7003,5
7004,1
7005,5
7006,4
7007,1
7008,6
7009,1
7010,5
7011,1
7012,0
7013,2
7014,7
7015,6
7016,3
7017,0
7018,7
7019,3
7020,3
7021,2
7022,0
7023,4
7024,2
7025,1
7026,7
7027,4
7028,1
7029,6
7030,3
7031,1
7032,0
7033,6
7034,7
7035,4
7036,2
7037,0
7038,7
7039,2
7040,6
7041,6
7042,1
7043,2
7044,5
7045,0
7046,4
7047,5
7048,1
7049,6
7050,1
7051,3
7052,1
7053,0
7054,2
7055,7
7056,6
7057,7
7058,6
7059,6
7060,4
7061,2
7062,3
7063,5
7064,2
7065,2
7066,3
7067,6
7068,2
7069,4
7070,1
7071,2
7072,1
7073,6
7074,6
7075,7
7076,6
7077,0
7078,6
7079,3
7080,0
7081,6
7082,2
7083,2
7084,7
7085,4
7086,0
7087,4
7088,5
7089,5
7090,2
7091,2
7092,7
7093,7
7094,2
7095,5
7096,2
7097,4
7098,2
7099,7
7100,0
7101,1
7102,5
7103,5
7104,0
7105,7
7106,6
7107,5
7108,3
7109,7
7110,1
7111,7
7112,2
7113,0
7114,5
7115,5
7116,3
7117,7
7118,4
7119,2
7120,3
7121,5
7122,5
7123,5
7124,3
7125,4
7126,4
7127,6
7128,2
7129,0
7130,6
7131,6
7132,3
7133,2
7134,5
7135,5
7136,2
7137,4
7138,1
7139,3
7140,5
7141,6
7142,3
7143,3
7144,5
7145,4
7146,1
7147,0
7148,7
7149,7
7150,4
7151,3
7152,0
7153,0
7154,0
7155,0
7156,4
7157,2
7158,1
7159,6
7160,0
7161,6
7162,5
7163,5
7164,7
7165,7
7166,4
7167,2
7168,3
7169,6
7170,3
7171,7
7172,4
7173,1
7174,4
7175,3
7176,7
7177,6
7178,4
7179,0
7180,3
7181,5
7182,7
7183,5
7184,6
7185,4
7186,1
7187,2
7188,7
7189,2
7190,4
7191,1
7192,2
7193,0
7194,6
7195,1
7196,3
7197,4
7198,1
7199,1
7200,2
7201,0
7202,1
7203,4
7204,1
7205,4
7206,0
7207,0
7208,3
7209,4
7210,6
7211,2
7212,6
7213,0
7214,5
7215,1
7216,5
7217,0
7218,1
7219,5
7220,5
7221,4
7222,7
7223,0
7224,3
7225,6
7226,3
7227,0
7228,5
7229,6
7230,0
7231,7
7232,2
7233,2
7234,0
7235,2
7236,4
7237,3
7238,3
7239,3
7240,3
7241,2
7242,1
7243,4
7244,6
7245,7
7246,7
7247,7
7248,0
7249,1
7250,3
7251,1
7252,7
7253,0
7254,0
7255,2
7256,5
7257,1
7258,0
7259,4
7260,3
7261,6
7262,5
7263,5
7264,3
7265,2
7266,0
7267,4
7268,0
7269,7
7270,0
7271,3
7272,2
7273,1
7274,3
7275,6
7276,6
7277,4
7278,4
7279,4
7280,5
7281,7
7282,5
7283,7
7284,6
7285,7
7286,7
7287,7
7288,6
7289,6
7290,4
7291,3
7292,4
7293,4
7294,3
7295,3
7296,6
7297,7
7298,7
7299,1
7300,7
7301,5
7302,2
7303,7
7304,5
7305,2
7306,4
7307,6
7308,2
7309,3
7310,7
7311,2
7312,1
7313,4
7314,3
7315,1
7316,4
7317,6
7318,1
7319,4
7320,3
7321,1
7322,1
7323,4
7324,5
7325,6
7326,5
7327,6
7328,3
7329,0
7330,2
7331,5
7332,2
7333,6
7334,2
7335,6
7336,5
7337,2
7338,4
7339,2
7340,7
7341,2
7342,7
7343,3
7344,4
7345,5
7346,6
7347,7
7348,3
7349,6
7350,4
7351,2
7352,5
7353,6
7354,3
7355,1
7356,0
7357,2
7358,5
7359,3
7360,1
7361,4
7362,4
7363,1
7364,4
7365,5
7366,3
7367,6
7368,5
7369,5
7370,1
7371,6
7372,2
7373,1
7374,5
7375,4
7376,7
7377,1
7378,5
7379,1
7380,0
7381,0
7382,4
7383,0
7384,4
7385,7
7386,2
7387,1
7388,7
7389,3
7390,0
7391,6
7392,6
7393,6
7394,5
7395,1
7396,6
7397,3
7398,1
7399,0
7400,1
7401,3
7402,3
7403,5
7404,2
7405,2
7406,7
7407,1
7408,0
7409,7
7410,7
7411,3
7412,1
7413,6
7414,4
7415,3
7416,0
7417,0
7418,4
7419,5
7420,6
7421,1
7422,3
7423,0
7424,3
7425,3
7426,5
7427,0
7428,3
7429,0
7430,7
7431,5
7432,4
7433,1
7434,3
7435,6
7436,1
7437,7
7438,5
7439,6
7440,4
7441,5
7442,0
7443,6
7444,4
7445,2
7446,5
7447,3
7448,7
7449,6
7450,0
7451,0
7452,6
7453,1
7454,7
7455,2
7456,1
7457,2
7458,4
7459,7
7460,1
7461,0
7462,0
7463,2
7464,2
7465,3
7466,7
7467,5
7468,0
7469,6
7470,2
7471,0
7472,2
7473,0
7474,7
7475,3
7476,1
7477,1
7478,0
7479,0
7480,4
7481,7
7482,4
7483,6
7484,3
7485,3
7486,2
7487,3
7488,1
7489,7
7490,7
7491,1
7492,7
7493,3
7494,7
7495,6
7496,5
7497,2
7498,0
7499,0
7500,3
7501,4
7502,2
7503,2
7504,1
7505,1
7506,6
7507,1
7508,6
7509,2
7510,3
7511,3
7512,0
7513,2
7514,7
7515,7
7516,3
7517,0
7518,1
7519,1
7520,1
7521,1
7522,0
7523,2
7524,0
7525,3
7526,5
7527,6
7528,7
7529,5
7530,1
7531,1
7532,3
7533,7
7534,2
7535,2
7536,6
7537,7
7538,7
7539,6
7540,5
7541,7
7542,6
7543,6
7544,0
7545,7
7546,5
7547,2
7548,0
7549,5
7550,0
7551,4
7552,3
7553,5
7554,0
7555,2
7556,5
7557,4
7558,4
7559,6
7560,7
7561,4
7562,0
7563,0
7564,3
7565,5
7566,7
7567,1
7568,0
7569,0
7570,2
7571,4
7572,2
7573,6
7574,3
7575,0
7576,1
7577,0
7578,6
7579,5
7580,2
7581,3
7582,4
7583,1
7584,2
7585,5
7586,0
7587,3
7588,7
7589,4
7590,1
7591,7
7592,5
7593,0
7594,0
7595,4
7596,4
7597,3
7598,3
7599,1
7600,6
7601,4
7602,5
7603,1
7604,7
7605,0
7606,3
7607,3
7608,6
7609,2
7610,1
7611,4
7612,7
7613,3
7614,5
7615,2
7616,6
7617,1
7618,5
7619,6
7620,2
7621,1
7622,7
7623,0
7624,5
7625,6
7626,1
7627,2
7628,5
7629,6
7630,6
7631,6
7632,6
7633,1
7634,1
7635,1
7636,4
7637,3
7638,7
7639,4
7640,7
7641,5
7642,0
7643,5
7644,2
7645,5
7646,4
7647,5
7648,0
7649,2
7650,5
7651,1
7652,5
7653,0
7654,6
7655,1
7656,6
7657,4
7658,5
7659,6
7660,2
7661,3
7662,2
7663,0
7664,7
7665,7
7666,6
7667,4
7668,0
7669,4
7670,0
7671,7
7672,2
7673,7
7674,6
7675,1
7676,2
7677,2
7678,4
7679,3
7680,5
7681,0
7682,5
7683,3
7684,5
7685,4
7686,6
7687,1
7688,4
7689,1
7690,0
7691,4
7692,4
7693,5
7694,4
7695,7
7696,3
7697,2
7698,1
7699,2
7700,1
7701,2
7702,3
7703,6
7704,4
7705,3
7706,4
7707,6
7708,7
7709,3
7710,1
7711,6
7712,3
7713,7
7714,4
7715,6
7716,7
7717,7
7718,0
7719,1
7720,3
7721,5
7722,0
7723,2
7724,0
7725,3
7726,2
7727,2
7728,1
7729,1
7730,6
7731,0
7732,1
7733,4
7734,1
7735,5
7736,1
7737,2
7738,5
7739,7
7740,5
7741,5
7742,2
7743,0
7744,6
7745,0
7746,2
7747,3
7748,7
7749,7
7750,4
7751,6
7752,5
7753,4
7754,7
7755,1
7756,0
7757,5
7758,2
7759,4
7760,2
7761,3
7762,2
7763,3
7764,7
7765,5
7766,5
7767,7
7768,5
7769,7
7770,6
7771,0
7772,0
7773,0
7774,0
7775,1
7776,4
7777,5
7778,2
7779,1
7780,0
7781,1
7782,2
7783,0
7784,7
7785,1
7786,4
7787,1
7788,1
7789,4
7790,1
7791,1
7792,6
7793,7
7794,4
7795,6
7796,5
7797,5
7798,1
7799,6
7800,1
7801,4
7802,1
7803,5
7804,5
7805,4
7806,5
7807,6
7808,2
7809,0
7810,2
7811,4
7812,5
7813,0
7814,5
7815,3
7816,6
7817,0
7818,2
7819,5
7820,5
7821,1
7822,4
7823,0
7824,4
7825,1
7826,1
7827,3
7828,1
7829,6
7830,4
7831,4
7832,1
7833,7
7834,4
7835,5
7836,5
7837,5
7838,2
7839,4
7840,5
7841,0
7842,1
7843,6
7844,2
7845,2
7846,7
7847,3
7848,5
7849,4
7850,3
7851,1
7852,5
7853,3
7854,7
7855,0
7856,0
7857,1
7858,3
7859,6
7860,1
7861,0
7862,0
7863,5
7864,5
7865,6
7866,5
7867,0
7868,1
7869,2
7870,1
7871,2
7872,4
7873,0
7874,6
7875,3
7876,3
7877,3
7878,1
7879,7
7880,0
7881,0
7882,2
7883,6
7884,4
7885,0
7886,6
7887,2
7888,0
7889,7
7890,5
7891,6
7892,2
7893,6
7894,2
7895,5
7896,6
7897,4
7898,4
7899,7
7900,4
7901,2
7902,1
7903,4
7904,3
7905,2
7906,3
7907,6
7908,7
7909,2
7910,4
7911,7
7912,2
7913,7
7914,6
7915,1
7916,7
7917,5
7918,0
7919,6
7920,4
7921,0
7922,0
7923,0
7924,2
7925,7
7926,2
7927,7
7928,6
7929,6
7930,3
7931,1
7932,6
7933,3
7934,2
7935,2
7936,1
7937,4
7938,1
7939,4
7940,6
7941,1
7942,6
7943,7
7944,6
7945,6
7946,6
7947,2
7948,7
7949,1
7950,1
7951,7
7952,5
7953,1
7954,5
7955,5
7956,5
7957,0
7958,6
7959,7
7960,6
7961,5
7962,5
7963,3
7964,7
7965,2
7966,1
7967,7
7968,2
7969,4
7970,3
7971,7
7972,0
7973,4
7974,5
7975,7
7976,1
7977,7
7978,3
7979,2
7980,2
7981,4
7982,5
7983,2
7984,2
7985,4
7986,7
7987,6
7988,3
7989,0
7990,7
7991,7
7992,6
7993,7
7994,2
7995,2
7996,6
7997,7
7998,6
7999,6
8000,5
8001,2
8002,4
8003,0
8004,5
8005,2
8006,6
8007,6
8008,7
8009,1
8010,7
8011,4
8012,5
8013,2
8014,2
8015,5
8016,6
8017,5
8018,2
8019,6
8020,5
8021,4
8022,3
8023,4
8024,2
8025,1
8026,4
8027,2
8028,0
8029,4
8030,3
8031,4
8032,0
8033,6
8034,1
8035,1
8036,1
8037,4
8038,3
8039,5
8040,2
8041,0
8042,0
8043,4
8044,2
8045,2
8046,5
8047,2
8048,3
8049,0
8050,6
8051,4
8052,4
8053,4
8054,2
8055,1
8056,7
8057,1
8058,2
8059,3
8060,6
8061,4
8062,2
8063,1
8064,6
8065,1
8066,0
8067,3
8068,4
8069,3
8070,7
8071,0
8072,7
8073,4
8074,3
8075,7
8076,6
8077,7
8078,6
8079,4
8080,6
8081,4
8082,5
8083,3
8084,0
8085,4
8086,1
8087,6
8088,0
8089,6
8090,7
8091,7
8092,4
8093,1
8094,3
8095,6
8096,4
8097,3
8098,7
8099,1
8100,2
8101,7
8102,0
8103,5
8104,0
8105,6
8106,2
8107,1
8108,1
8109,6
8110,4
8111,6
8112,6
8113,5
8114,5
8115,2
8116,1
8117,0
8118,2
8119,3
8120,7
8121,5
8122,0
8123,5
8124,1
8125,5
8126,1
8127,0
8128,3
8129,3
8130,7
8131,2
8132,1
8133,1
8134,1
8135,0
8136,4
8137,6
8138,2
8139,2
8140,7
8141,0
8142,5
8143,6
8144,5
8145,6
8146,1
8147,5
8148,3
8149,7
8150,4
8151,1
8152,3
8153,6
8154,3
8155,5
8156,4
8157,4
8158,6
8159,1
8160,1
8161,2
8162,6
8163,4
8164,5
8165,2
8166,6
8167,4
8168,2
8169,7
8170,7
8171,2
8172,3
8173,7
8174,0
8175,2
8176,6
8177,3
8178,6
8179,1
8180,2
8181,3
8182,4
8183,0
8184,2
8185,0
8186,3
8187,2
8188,4
8189,2
8190,1
8191,5
8192,0
8193,5
8194,4
8195,5
8196,2
8197,6
8198,4
8199,1
8200,0
8201,0
8202,7
8203,3
8204,3
8205,1
8206,4
8207,6
8208,5
8209,0
8210,1
8211,7
8212,7
8213,4
8214,7
8215,3
8216,0
8217,2
8218,4
8219,7
8220,5
8221,2
8222,6
8223,4
8224,0
8225,3
8226,3
8227,3
8228,6
8229,2
8230,3
8231,5
8232,3
8233,1
8234,5
8235,1
8236,2
8237,6
8238,0
8239,4
8240,4
8241,5
8242,4
8243,3
8244,0
8245,6
8246,7
8247,2
8248,7
8249,1
8250,5
8251,7
8252,0
8253,6
8254,7
8255,7
8256,6
8257,3
8258,7
8259,7
8260,1
8261,4
8262,3
8263,3
8264,4
8265,6
8266,2
8267,3
8268,3
8269,2
8270,7
8271,3
8272,5
8273,4
8274,2
8275,4
8276,4
8277,3
8278,0
8279,4
8280,5
8281,7
8282,2
8283,4
8284,4
8285,2
8286,6
8287,1
8288,6
8289,2
8290,7
8291,6
8292,0
8293,3
8294,4
8295,5
8296,4
8297,4
8298,0
8299,5
8300,4
8301,3
8302,4
8303,7
8304,3
8305,2
8306,3
8307,7
8308,3
8309,0
8310,3
8311,6
8312,0
8313,2
8314,4
8315,7
8316,6
8317,6
8318,4
8319,1
8320,7
8321,4
8322,4
8323,1
8324,5
8325,7
8326,4
8327,7
8328,1
8329,2
8330,6
8331,5
8332,3
8333,5
8334,5
8335,6
8336,6
8337,7
8338,3
8339,3
8340,0
8341,1
8342,1
8343,2
8344,3
8345,0
8346,6
8347,0
8348,1
8349,5
8350,1
8351,7
8352,4
8353,3
8354,2
8355,7
8356,3
8357,2
8358,2
8359,4
8360,6
8361,0
8362,0
8363,4
8364,7
8365,4
8366,6
8367,6
8368,6
8369,3
8370,2
8371,3
8372,2
8373,5
8374,7
8375,3
8376,0
8377,1
8378,3
8379,6
8380,3
8381,6
8382,2
8383,6
8384,5
8385,7
8386,2
8387,3
8388,6
8389,5
8390,4
8391,6
8392,4
8393,3
8394,4
8395,7
8396,5
8397,0
8398,4
8399,0
8400,4
8401,6
8402,4
8403,7
8404,4
8405,2
8406,6
8407,4
8408,7
8409,0
8410,1
8411,6
8412,0
8413,1
8414,1
8415,2
8416,7
8417,4
8418,1
8419,4
8420,0
8421,2
8422,4
8423,7
8424,0
8425,7
8426,2
8427,0
8428,4
8429,4
8430,4
8431,2
8432,7
8433,2
8434,2
8435,2
8436,4
8437,2
8438,4
8439,0
8440,7
8441,3
8442,0
8443,5
8444,1
8445,4
8446,5
8447,4
8448,1
8449,7
8450,7
8451,6
8452,5
8453,4
8454,5
8455,5
8456,2
8457,5
8458,2
8459,2
8460,4
8461,5
8462,0
8463,4
8464,4
8465,1
8466,3
8467,5
8468,5
8469,6
8470,6
8471,7
8472,0
8473,1
8474,7
8475,4
8476,3
8477,3
8478,5
8479,2
8480,0
8481,5
8482,7
8483,4
8484,3
8485,6
8486,3
8487,1
8488,2
8489,6
8490,7
8491,0
8492,7
8493,4
8494,2
8495,4
8496,0
8497,4
8498,3
8499,5
8500,0
8501,3
8502,6
8503,6
8504,6
8505,7
8506,0
8507,7
8508,0
8509,6
8510,6
8511,4
8512,1
8513,0
8514,6
8515,0
8516,4
8517,6
8518,2
8519,7
8520,7
8521,6
8522,6
8523,0
8524,3
8525,6
8526,7
8527,6
8528,2
8529,2
8530,5
8531,7
8532,3
8533,7
8534,2
8535,0
8536,2
8537,5
8538,7
8539,1
8540,7
8541,7
8542,6
8543,6
8544,7
8545,5
8546,3
8547,2
8548,4
8549,7
8550,5
8551,6
8552,3
8553,2
8554,0
8555,3
8556,4
8557,1
8558,5
8559,3
8560,0
8561,1
8562,3
8563,5
8564,3
8565,1
8566,3
8567,0
8568,5
8569,3
8570,0
8571,5
8572,1
8573,7
8574,4
8575,2
8576,6
8577,4
8578,2
8579,1
8580,6
8581,1
8582,7
8583,6
8584,4
8585,5
8586,4
8587,7
8588,5
8589,2
8590,2
8591,5
8592,3
8593,0
8594,2
8595,5
